anyo;cut_comuna_anyocenso;cut_distrito;censo_total_poblacion
1982;467;9;842
1982;468;1;7122
1982;468;2;296
1982;468;3;209
1982;468;4;4997
1982;468;5;1690
1982;469;1;12459
1982;469;2;594
1982;469;3;469
1982;469;4;277
1982;469;5;272
1982;469;6;1461
1982;469;7;1173
1982;469;8;2690
1982;469;9;1138
1982;469;10;2576
1982;469;11;301
1982;469;12;1776
1982;470;1;2564
1982;470;2;1304
1982;470;3;1555
1982;470;4;419
1982;470;5;60
1982;470;6;1604
1982;471;1;1988
1982;471;2;1428
1982;471;3;1739
1982;471;4;1920
1982;474;26;127
1982;474;27;13301
1982;474;28;8912
1982;474;29;16399
1982;474;30;4840
1982;474;31;2972
1982;475;1;2626
1982;475;2;3682
1982;475;3;5615
1982;475;4;476
1982;475;5;315
1982;475;6;532
1982;475;7;795
1982;475;8;1531
1982;475;9;548
1982;475;10;881
1982;475;11;255
1982;475;12;813
1982;475;13;3297
1982;475;14;608
1982;475;15;12125
1982;475;16;5500
1982;476;1;4930
1982;476;2;1162
1982;476;3;2126
1982;476;4;499
1982;477;1;353
1982;477;2;3670
1982;477;3;2700
1982;477;4;5599
1982;477;5;257
1982;477;6;2638
1982;477;7;467
1982;477;8;918
1982;477;9;638
1982;477;10;431
1982;477;11;910
1982;477;12;433
1982;477;13;408
1982;478;1;4296
1982;478;2;400
1982;478;3;1019
1982;478;4;64
1982;478;5;768
1982;478;6;2027
1982;478;7;1120
1982;479;1;6732
1982;479;2;6126
1982;479;3;898
1982;479;4;185
1982;479;5;592
1982;479;6;677
1982;479;7;848
1982;479;8;499
1982;479;9;640
1982;479;10;1278
1982;480;1;2347
1982;480;2;717
1982;480;3;1415
1982;480;4;1760
1982;480;5;2624
1982;481;1;3342
1982;481;2;2456
1982;481;3;1011
1982;481;4;6069
1982;481;5;7127
1982;481;6;457
1982;481;7;735
1982;481;8;704
1982;481;9;602
1982;481;10;1027
1982;481;11;1791
1982;481;12;1165
1982;481;13;2094
1982;481;14;861
1982;481;15;907
1982;481;16;274
1982;481;17;324
1982;481;18;393
1982;481;19;191
1982;482;1;3770
1982;482;2;1609
1982;482;3;3175
1982;482;4;1819
1982;482;5;1882
1982;482;6;1058
1982;482;7;710
1982;482;8;705
1982;482;9;1844
1982;482;10;1474
1982;482;11;484
1982;482;12;609
1982;482;13;714
1982;482;14;595
1982;483;1;1863
1982;483;2;856
1982;483;3;985
1982;483;4;1293
1982;483;5;2158
1982;483;6;506
1982;483;7;784
1982;483;8;797
1982;483;9;582
1982;483;10;2059
1982;484;1;2415
1982;484;2;4427
1982;484;3;2534
1982;484;4;1785
1982;484;5;853
1982;484;6;620
1982;485;1;1812
1982;485;2;1034
1982;485;3;693
1982;485;4;565
1982;485;5;346
1982;485;6;250
1982;485;7;662
1982;485;8;1698
1982;485;9;2281
1982;490;1;17301
1982;490;2;23525
1982;490;3;21379
1982;490;4;10798
1982;490;5;16600
1982;490;6;20332
1982;490;7;6513
1982;490;8;9263
1982;490;9;17411
1982;490;10;3021
1982;490;11;3209
1982;490;18;570
1982;490;19;970
1982;490;20;1724
1982;490;21;1492
1982;491;1;5511
1982;491;2;1602
1982;491;3;1710
1982;491;4;2513
1982;491;5;2483
1982;491;6;2105
1982;491;7;1622
1982;491;8;922
1982;491;9;281
1982;491;10;4382
1982;491;11;1835
1982;491;12;510
1982;491;13;2049
1982;492;1;2668
1982;492;2;796
1982;492;3;1596
1982;492;4;911
1982;493;1;4118
1982;493;2;1191
1982;493;3;3227
1982;493;4;2037
1982;493;5;4199
1982;493;6;1098
1982;493;7;529
1982;493;8;271
1982;493;9;1452
1982;493;10;932
1982;493;11;1188
1982;494;1;2026
1982;494;2;2918
1982;494;3;989
1982;494;4;634
1982;494;5;556
1982;494;6;1495
1982;494;7;752
1982;494;8;1730
1982;494;9;2186
1982;494;10;2351
1982;494;11;1197
1982;494;12;935
1982;494;13;84
1982;495;1;3097
1982;495;2;2496
1982;496;1;3092
1982;496;2;2978
1982;497;1;1615
1982;497;2;5898
1982;497;3;1466
1982;497;4;2609
1982;497;5;848
1982;497;6;69
1982;498;1;6739
1982;498;2;3851
1982;498;3;7464
1982;498;4;1262
1982;498;5;1897
1982;498;6;2535
1982;498;7;2192
1982;498;8;1912
1982;498;9;1752
1982;498;10;1336
1982;498;11;1144
1982;498;12;889
1982;499;1;3884
1982;499;2;2538
1982;499;3;1421
1982;499;4;2519
1982;499;5;2711
1982;499;6;1796
1982;499;7;1039
1982;499;8;3325
1982;499;9;2253
1982;500;1;7154
1982;500;2;3703
1982;500;3;1854
1982;500;4;2556
1982;500;5;1570
1982;500;6;1914
1982;500;7;1168
1982;501;1;5253
1982;501;2;1529
1982;501;3;523
1982;501;4;651
1982;501;5;1760
1982;501;6;658
1982;501;7;2092
1982;501;8;818
1982;501;9;845
1982;502;1;7649
1982;502;2;4602
1982;502;3;1261
1982;502;4;1115
1982;502;5;1079
1982;502;6;1115
1982;502;7;1571
1982;502;8;2122
1982;502;9;806
1982;502;10;1035
1982;502;11;492
1982;503;1;2746
1982;503;3;1757
1982;503;4;1613
1982;503;5;615
1982;503;6;425
1982;503;7;1501
1982;503;8;2229
1982;504;1;1230
1982;504;2;1036
1982;504;3;1267
1982;504;4;1716
1982;504;5;2082
1982;504;6;2635
1982;504;7;3213
1982;504;8;1292
1982;505;1;3262
1982;505;2;3462
1982;505;3;3592
1982;505;4;3574
1982;506;1;3073
1982;506;2;4459
1982;506;3;1870
1982;506;4;2192
1982;506;5;2513
1982;506;6;1877
1982;506;7;1424
1982;506;8;2844
1982;506;9;1242
1982;506;10;715
1982;506;11;1370
1982;506;12;985
1982;507;1;2586
1982;507;2;3560
1982;507;3;1027
1982;507;4;4484
1982;507;5;3265
1982;507;6;2007
1982;507;7;2041
1982;507;8;3474
1982;507;9;1449
1982;507;10;1174
1982;507;11;2235
1982;507;12;2416
1982;507;13;1845
1982;507;14;2488
1982;508;1;2641
1982;508;2;823
1982;508;3;1553
1982;508;4;1374
1982;508;5;569
1982;508;6;1805
1982;508;7;1385
1982;508;8;1675
1982;508;9;1438
1982;509;12;3378
1982;509;13;4248
1982;509;14;14803
1982;509;15;6398
1982;509;16;2604
1982;509;17;3523
1982;510;1;4906
1982;510;2;3690
1982;510;3;3055
1982;510;4;9451
1982;510;5;18227
1982;510;6;18573
1982;510;7;14980
1982;510;8;10296
1982;510;9;7946
1982;510;10;12053
1982;510;11;505
1982;510;12;987
1982;510;13;850
1982;510;14;825
1982;510;15;275
1982;510;16;539
1982;510;17;1359
1982;510;18;659
1982;510;19;211
1982;511;1;6464
1982;511;2;652
1982;511;3;1227
1982;511;4;1136
1982;511;5;3208
1982;511;6;2279
1982;511;7;1994
1982;512;1;6210
1982;512;2;1031
1982;512;3;3283
1982;512;4;206
1982;512;5;1425
1982;512;6;746
1982;512;7;326
1982;513;1;3265
1982;513;2;912
1982;513;3;911
1982;513;4;4463
1982;513;5;5434
1982;513;6;919
1982;513;7;1470
1982;513;8;163
1982;513;10;120
1982;513;11;28
1982;514;1;7422
1982;514;2;892
1982;514;3;3913
1982;515;1;3472
1982;515;2;589
1982;515;3;733
1982;515;4;504
1982;516;1;3197
1982;516;2;806
1982;516;3;1204
1982;516;4;985
1982;516;5;875
1982;517;1;9996
1982;517;2;2364
1982;517;3;2702
1982;517;4;624
1982;517;5;3319
1982;517;6;3152
1982;517;7;4645
1982;517;8;2354
1982;517;9;312
1982;517;10;724
1982;518;1;10215
1982;518;2;2095
1982;518;3;1999
1982;518;4;1365
1982;518;5;2774
1982;518;6;1315
1982;518;7;2705
1982;518;8;2826
1982;518;9;9887
1982;519;1;630
1982;519;2;2158
1982;519;3;9532
1982;519;4;3529
1982;519;5;2755
1982;520;1;11049
1982;520;2;3634
1982;520;3;7271
1982;520;4;53
1982;520;5;120
1982;520;6;6303
1982;520;7;3356
1982;521;1;5325
1982;521;2;4537
1982;525;1;13757
1982;525;2;12075
1982;525;3;3507
1982;525;4;9630
1982;525;5;40481
1982;525;6;11069
1982;525;7;1324
1982;525;8;1139
1982;525;9;8063
1982;525;10;1442
1982;525;11;486
1982;525;12;742
1982;525;13;690
1982;525;14;3525
1982;525;15;781
1982;525;16;1247
1982;525;17;1036
1982;526;1;2316
1982;526;2;583
1982;526;3;2193
1982;526;4;371
1982;526;5;413
1982;526;6;145
1982;526;7;519
1982;526;8;665
1982;526;9;589
1982;526;10;398
1982;526;11;507
1982;526;12;2609
1982;527;1;9400
1982;527;2;2052
1982;528;1;4094
1982;528;2;3845
1982;528;3;2629
1982;529;1;10066
1982;529;2;1143
1982;529;3;584
1982;529;4;2921
1982;529;5;1592
1982;529;6;2518
1982;529;7;1375
1982;529;8;346
1982;530;1;8834
1982;530;2;986
1982;530;3;1205
1982;530;4;1744
1982;530;5;1797
1982;530;6;2417
1982;531;1;5344
1982;531;2;2853
1982;531;3;252
1982;535;1;5247
1982;535;2;17619
1982;535;3;14386
1982;535;4;18507
1982;535;5;20591
1982;535;6;9578
1982;535;7;2433
1982;535;8;1657
1982;535;9;1434
1982;535;10;1877
1982;535;11;785
1982;535;12;1378
1982;535;13;2095
1982;535;14;1789
1982;535;15;2234
1982;535;16;2070
1982;536;1;13656
1982;536;2;2203
1982;536;3;1086
1982;536;4;647
1982;536;5;1795
1982;536;6;1006
1982;536;7;1111
1982;536;8;327
1982;536;9;710
1982;537;1;1346
1982;537;2;287
1982;537;3;834
1982;537;4;800
1982;537;5;521
1982;538;1;2348
1982;538;2;1216
1982;538;3;1104
1982;538;4;1125
1982;538;5;2030
1982;538;6;2162
1982;538;7;313
1982;538;8;915
1982;538;9;522
1982;538;10;674
1982;538;11;937
1982;538;12;1016
1982;538;13;1053
1982;538;14;5306
1982;538;15;338
1982;538;16;1556
1982;538;17;170
1982;538;18;327
1982;538;19;561
1982;538;20;292
1982;539;1;2767
1982;539;2;1365
1982;539;3;2011
1982;539;4;1598
1982;539;5;1712
1982;539;6;1322
1982;539;7;2526
1982;540;1;4764
1982;540;2;1266
1982;540;3;467
1982;540;4;795
1982;540;5;1807
1982;540;6;2271
1982;540;7;2358
1982;540;8;2500
1982;541;1;6072
1982;541;2;375
1982;541;3;1841
1982;541;4;1260
1982;541;5;1014
1982;541;6;2076
1982;542;1;4036
1982;542;2;6284
1982;542;3;1822
1982;542;4;1324
1982;543;1;6331
1982;543;2;2311
1982;543;3;2447
1982;543;4;865
1982;545;1;16122
1982;545;2;2149
1982;545;3;1209
1982;545;4;1020
1982;545;5;1513
1982;545;6;1590
1982;545;7;518
1982;545;8;1324
1982;545;9;1539
1982;545;10;172
1982;546;1;8850
1982;546;2;8412
1982;546;3;480
1982;546;4;1118
1982;546;5;2298
1982;546;6;2266
1982;546;7;1136
1982;546;8;362
1982;546;9;1230
1982;546;10;1677
1982;546;11;1594
1982;547;1;1622
1982;547;2;1323
1982;547;3;605
1982;547;4;667
1982;547;5;952
1982;547;6;925
1982;547;7;1057
1982;547;8;1005
1982;547;9;263
1982;548;1;2246
1982;548;2;402
1982;548;3;569
1982;548;4;1232
1982;548;5;1227
1982;548;6;1003
1982;549;1;1365
1982;549;2;991
1982;549;3;699
1982;550;1;2702
1982;550;2;476
1982;550;3;658
1982;550;4;810
1982;550;5;712
1982;550;6;539
1982;550;7;723
1982;550;8;1052
1982;550;9;619
1982;550;10;764
1982;551;1;941
1982;551;2;1640
1982;551;3;1305
1982;551;4;488
1982;552;1;2663
1982;552;2;702
1982;552;3;787
1982;552;4;687
1982;552;5;821
1982;552;6;313
1982;552;7;606
1982;552;8;1742
1982;552;9;1273
1982;553;1;1316
1982;553;2;293
1982;553;3;455
1982;553;4;674
1982;553;5;1021
1982;553;6;994
1982;554;1;4670
1982;554;2;885
1982;554;3;1528
1982;554;4;775
1982;554;5;847
1982;554;6;266
1982;554;8;310
1982;554;9;383
1982;554;10;542
1982;560;1;3773
1982;560;2;471
1982;560;3;1184
1982;560;4;764
1982;560;5;247
1982;560;6;180
1982;560;7;151
1982;560;8;118
1982;561;1;1797
1982;561;2;1760
1982;561;3;1502
1982;561;4;1243
1982;562;1;1540
1982;562;2;80
1982;562;3;189
1982;563;1;1342
1982;563;2;157
1982;563;3;349
1982;563;4;128
1982;565;1;31423
1982;565;2;626
1982;565;3;977
1982;565;4;344
1982;565;5;1466
1982;565;6;285
1982;565;7;1954
1982;565;8;18
1982;565;9;212
1982;566;1;409
1982;566;2;522
1982;570;1;7158
1982;570;2;1267
1982;570;3;418
1982;570;4;2670
1982;570;5;35
1982;570;6;1084
1982;570;7;906
1982;571;1;1381
1982;571;2;1780
1982;571;3;21
1982;571;5;111
1982;572;1;1107
1982;575;1;2697
1982;575;2;863
1982;575;3;103
1982;575;4;51
1982;576;1;1493
1982;576;2;166
1982;576;3;222
1982;576;4;116
1982;576;5;880
1982;576;6;859
1982;580;1;1615
1982;580;2;197
1982;580;3;161
1982;580;4;36
1982;580;5;152
1982;581;1;252
1982;581;2;32
1982;582;1;292
1982;585;1;15569
1982;585;2;256
1982;585;3;48
1982;585;4;288
1982;585;5;771
1982;586;1;361
1982;586;2;90
1982;590;1;5145
1982;590;2;10131
1982;590;3;13589
1982;590;4;15998
1982;590;5;7053
1982;590;6;10878
1982;590;7;17027
1982;590;8;15511
1982;590;9;2610
1982;590;10;2058
1982;590;11;55
1982;590;12;355
1982;590;13;22
1982;590;14;199
1982;590;15;5
1982;591;1;232
1982;591;2;197
1982;592;1;459
1982;593;1;1615
1982;593;2;220
1982;595;1;6723
1982;595;2;167
1982;595;3;329
1982;596;1;1977
1982;596;2;213
1982;597;1;403
1982;597;2;3
1982;600;1;1267
1982;600;2;11
1982;600;3;20
1982;601;1;29
1982;601;2;30
1982;605;1;8184
1982;605;2;9771
1982;605;3;4860
1982;605;4;11397
1982;605;5;8128
1982;605;6;10007
1982;605;7;7179
1982;605;8;9812
1982;605;9;8678
1982;605;10;7576
1982;605;11;13056
1982;605;12;6005
1982;605;13;7865
1982;605;14;5847
1982;605;15;10255
1982;605;16;7297
1982;605;17;13283
1982;605;18;7986
1982;605;19;10218
1982;605;20;11493
1982;605;21;7957
1982;605;22;3270
1982;605;23;2977
1982;605;24;10388
1982;605;25;6668
1982;605;26;4304
1982;605;27;11201
1982;605;28;6580
1982;605;29;865
1982;606;1;16229
1982;606;2;18799
1982;606;3;21178
1982;606;4;5171
1982;606;5;13102
1982;606;6;8717
1982;606;7;3528
1982;607;1;23390
1982;607;2;20094
1982;607;3;22249
1982;607;4;17241
1982;607;5;22092
1982;607;6;25066
1982;607;7;9175
1982;607;8;18577
1982;608;1;11808
1982;608;2;17017
1982;608;3;9067
1982;608;4;13168
1982;608;5;349
1982;608;6;4904
1982;609;1;6210
1982;609;2;11321
1982;609;3;5404
1982;609;4;31976
1982;609;5;27961
1982;609;6;25321
1982;609;7;15317
1982;609;8;8783
1982;609;9;27810
1982;609;10;4189
1982;610;1;19825
1982;610;2;19423
1982;610;3;16546
1982;610;4;21082
1982;610;5;8709
1982;610;6;13333
1982;610;7;10016
1982;610;8;6515
1982;611;1;11514
1982;611;2;24483
1982;611;3;2120
1982;611;4;20583
1982;611;5;13338
1982;612;1;11291
1982;612;2;12054
1982;612;3;913
1982;613;1;11991
1982;613;2;8207
1982;613;3;14393
1982;613;4;21420
1982;613;5;9628
1982;613;6;8820
1982;613;7;21439
1982;613;8;18176
1982;613;9;11120
1982;613;10;12213
1982;613;11;12079
1982;613;12;13558
1982;613;13;12691
1982;614;1;12948
1982;614;2;19896
1982;614;3;6920
1982;614;4;19087
1982;614;5;9529
1982;614;6;21573
1982;614;7;17630
1982;614;8;18249
1982;614;9;13043
1982;614;10;16209
1982;614;11;13835
1982;615;1;13284
1982;615;2;7416
1982;615;3;15168
1982;615;4;10952
1982;615;5;8363
1982;615;6;3341
1982;615;7;21928
1982;616;1;40581
1982;616;2;23756
1982;616;3;16181
1982;616;4;19272
1982;616;5;13310
1982;617;1;39251
1982;617;2;39257
1982;617;3;1267
1982;617;4;23673
1982;617;5;8964
1982;617;6;24886
1982;618;1;37143
1982;618;2;25621
1982;618;3;33983
1982;618;4;45841
1982;618;5;39342
1982;618;6;9953
1982;619;1;16757
1982;619;2;18261
1982;619;3;16684
1982;619;4;11039
1982;619;5;18352
1982;619;6;18199
1982;619;7;24612
1982;620;1;19514
1982;620;2;21124
1982;620;3;16848
1982;620;4;14756
1982;620;5;20519
1982;620;6;16407
1982;621;1;5081
1982;621;2;36216
1982;621;3;30121
1982;621;4;721
1982;621;5;1793
1982;622;1;18285
1982;622;2;6560
1982;622;3;14951
1982;622;4;27995
1982;622;5;21363
1982;622;6;10256
1982;623;1;10968
1982;623;2;13200
1982;623;3;26537
1982;623;4;14876
1982;623;5;14312
1982;623;6;8871
1982;624;1;17412
1982;624;2;16261
1982;624;3;17606
1982;624;4;17550
1982;624;5;10484
1982;624;6;16550
1982;625;1;17618
1982;625;2;14401
1982;625;3;6840
1982;625;4;10574
1982;625;5;18301
1982;625;6;28786
1982;625;7;8910
1982;625;8;18290
1982;625;9;19997
1982;626;1;21477
1982;626;2;20955
1982;626;3;17718
1982;626;4;19014
1982;626;5;18621
1982;626;6;19300
1982;626;7;18855
1982;626;8;9157
1982;627;1;16319
1982;627;2;14611
1982;627;3;22949
1982;627;4;23935
1982;627;5;8493
1982;627;6;15694
1982;627;7;22571
1982;628;1;2979
1982;628;2;4486
1982;628;3;11246
1982;628;4;13951
1982;628;5;8322
1982;628;6;15437
1982;628;7;29721
1982;628;8;7462
1982;628;9;7952
1982;628;10;15027
1982;628;11;11108
1982;628;12;9224
1982;628;13;11428
1982;629;1;8458
1982;629;2;17092
1982;629;3;27312
1982;629;4;12245
1982;630;1;15512
1982;630;2;9273
1982;630;3;17969
1982;630;4;900
1982;630;5;1971
1982;630;6;9630
1982;630;7;3007
1982;630;8;13032
1982;630;9;7536
1982;630;10;9356
1982;630;11;8855
1982;630;12;13800
1982;630;13;1695
1982;630;14;1581
1982;630;15;1906
1982;631;1;12371
1982;631;2;20212
1982;631;3;5938
1982;631;4;8718
1982;631;5;13565
1982;631;6;19386
1982;631;7;10685
1982;631;8;19087
1982;631;9;18162
1982;632;1;16795
1982;632;2;11535
1982;632;3;21599
1982;632;4;17637
1982;632;5;25649
1982;632;6;10360
1982;633;1;18675
1982;633;2;18631
1982;633;3;11813
1982;633;4;16980
1982;633;5;27483
1982;633;6;716
1982;633;7;1844
1982;633;8;1436
1982;634;1;25683
1982;634;2;20027
1982;634;3;15486
1982;634;4;16177
1982;634;5;12418
1982;634;6;10832
1982;634;7;20884
1982;634;8;16270
1982;635;1;11113
1982;635;2;15398
1982;635;3;14217
1982;635;4;10439
1982;635;5;11794
1982;635;6;16321
1982;635;7;2914
1982;635;8;11732
1982;636;1;14672
1982;636;2;7310
1982;636;3;623
1982;640;1;22963
1982;640;2;471
1982;640;3;3368
1982;640;4;828
1982;640;5;1146
1982;641;1;6665
1982;641;2;1057
1982;641;3;6682
1982;641;4;2397
1982;641;5;1033
1982;642;1;4105
1982;642;2;4563
1982;642;3;619
1982;642;4;559
1982;642;5;566
1982;645;1;15063
1982;645;2;4129
1982;645;3;6829
1982;645;4;15091
1982;645;5;43469
1982;645;6;23010
1982;645;7;5620
1982;646;1;5238
1982;646;2;365
1982;646;3;1588
1982;646;4;744
1982;646;5;276
1982;646;6;2194
1982;647;1;2189
1982;647;2;3461
1982;647;3;3009
1982;650;1;8560
1982;650;2;10558
1982;650;3;17167
1982;650;4;17981
1982;650;5;7146
1982;650;6;2646
1982;650;7;356
1982;650;8;17885
1982;650;9;19295
1982;650;10;19938
1982;650;11;3643
1982;650;12;3952
1982;651;1;19272
1982;651;2;6105
1982;651;3;5364
1982;651;4;4622
1982;651;5;6427
1982;652;1;11121
1982;652;2;4393
1982;652;3;6451
1982;652;4;3792
1982;652;5;2264
1982;653;1;2790
1982;653;2;5148
1982;653;3;998
1982;660;1;18853
1982;660;2;16195
1982;660;3;3194
1982;660;4;973
1982;660;5;583
1982;660;6;926
1982;660;7;5081
1982;660;8;1691
1982;660;9;2537
1982;660;10;5119
1982;660;11;3750
1982;660;12;4430
1982;660;13;935
1982;661;1;2275
1982;661;2;3122
1982;661;3;1932
1982;662;1;8873
1982;662;2;2337
1982;662;3;2168
1982;662;4;644
1982;662;5;307
1982;663;1;1165
1982;663;2;406
1982;663;3;777
1982;663;4;453
1982;663;5;614
1982;664;1;1725
1982;664;2;772
1982;664;3;515
1982;664;4;2728
1982;664;5;628
1982;670;1;12353
1982;670;2;1853
1982;670;3;9099
1982;670;4;8888
1982;671;1;30323
1982;671;4;10195
1982;672;1;4718
1982;672;2;10388
1982;672;3;380
1982;672;4;874
1982;672;5;847
1982;673;1;15020
1982;673;2;3692
1982;674;1;145
1982;674;2;1919
1982;674;3;19585
1992;201;1;3777
1992;201;2;4905
1992;201;3;44795
1992;201;4;15205
1992;201;5;10631
1992;201;6;10989
1992;201;7;25510
1992;201;8;12452
1992;201;9;5469
1992;201;10;6733
1992;201;11;7175
1992;201;12;15065
1992;201;13;93
1992;201;14;4651
1992;201;15;1402
1992;201;16;594
1992;201;99;10
1992;202;1;282
1992;202;2;42
1992;202;3;133
1992;202;4;139
1992;202;5;252
1992;205;1;1637
1992;205;2;112
1992;205;3;128
1992;205;4;130
1992;205;5;342
1992;205;6;195
1992;205;7;165
1992;205;8;92
1992;205;9;2
1992;206;1;480
1992;206;2;278
1992;206;3;193
1992;206;4;61
1992;210;1;3756
1992;210;2;12815
1992;210;3;11919
1992;210;4;23091
1992;210;5;60036
1992;210;6;9318
1992;210;7;11796
1992;210;8;12505
1992;210;9;5588
1992;210;10;765
1992;210;99;88
1992;211;1;452
1992;211;2;461
1992;211;3;407
1992;211;4;312
1992;211;5;9
1992;211;6;75
1992;211;7;220
1992;211;8;36
1992;212;1;1422
1992;213;1;1121
1992;213;2;404
1992;213;3;6
1992;213;4;24
1992;214;1;2163
1992;214;2;194
1992;214;3;131
1992;214;4;24
1992;215;1;4423
1992;215;2;555
1992;215;3;1069
1992;215;4;16
1992;215;5;123
1992;215;6;106
1992;215;7;30
1992;220;1;2440
1992;220;2;4483
1992;220;3;13992
1992;220;4;2
1992;220;5;170
1992;220;6;3898
1992;221;1;191
1992;221;2;8
1992;221;3;12
1992;221;4;7648
1992;221;5;2
1992;221;6;5799
1992;225;1;109046
1992;225;2;12723
1992;225;3;38
1992;225;4;0
1992;226;1;355
1992;226;2;88
1992;227;1;1569
1992;227;2;689
1992;227;3;571
1992;230;1;33843
1992;230;2;32224
1992;230;3;27187
1992;230;4;37625
1992;230;5;31478
1992;230;6;10248
1992;230;7;20916
1992;230;8;10087
1992;230;9;22453
1992;230;10;1336
1992;230;11;172
1992;230;12;770
1992;230;13;69
1992;231;1;5646
1992;231;2;669
1992;232;1;664
1992;232;2;167
1992;232;3;517
1992;232;4;77
1992;233;1;3033
1992;233;2;2578
1992;233;3;4012
1992;233;4;525
1992;233;5;160
1992;233;6;30
1992;233;7;67
1992;233;8;312
1992;233;9;135
1992;235;1;12154
1992;235;2;1553
1992;235;3;229
1992;236;1;8708
1992;236;2;12129
1992;236;3;5757
1992;236;4;921
1992;240;1;1399
1992;240;2;2043
1992;240;3;2385
1992;240;4;3512
1992;240;5;2816
1992;240;6;56531
1992;240;7;9075
1992;240;8;3550
1992;240;9;4288
1992;240;10;49
1992;240;11;5031
1992;240;12;661
1992;240;13;61
1992;240;14;106
1992;240;15;12
1992;240;16;142
1992;240;17;771
1992;240;18;125
1992;240;19;452
1992;240;20;10
1992;240;21;7737
1992;240;22;151
1992;241;1;11859
1992;241;2;70
1992;241;3;106
